city_area,state,ufo_shape,encounter_length,date_documented,latitude,longitude,year
chariton,ia,circle,300.0,2/14/2006,41.0138889,-93.3063889,1969
tampa,fl,circle,2.0,5/12/2009,27.9472222,-82.4586111,2009
willow creek,ca,sphere,300.0,2/18/2013,40.9397222,-123.6302778,1997
eagle mountain,tx,light,240.0,4/2/1999,32.8933333,-97.4441667,1999
mojave,ca,light,300.0,8/16/2002,35.0525,-118.1730556,2002
santa ana,ca,light,900.0,6/12/2007,33.7455556,-117.8669444,2007
clinton,mo,diamond,300.0,6/4/2004,38.3686111,-93.7780556,2004
apex,nc,circle,30.0,2/14/2006,35.7325,-78.8505556,2001
ticonderoga,ny,disk,15.0,10/19/1999,43.8486111,-73.4238889,1957
yuma,az,light,420.0,2/23/2011,32.7252778,-114.6236111,2009
healdsburg,ca,triangle,300.0,10/12/2001,38.6105556,-122.8680556,2001
new york city (staten island),ny,oval,120.0,4/22/2003,40.7141667,-74.0063889,1994
cusseta,al,light,900.0,2/14/2006,32.7847222,-85.3058333,2006
tracy,ca,cigar,120.0,10/8/2007,37.7397222,-121.4241667,2007
oswego,il,disk,300.0,4/27/2007,41.6827778,-88.3513889,2006
omaha,ne,teardrop,15.0,2/16/2000,41.2586111,-95.9375,2000
las vegas,nv,triangle,300.0,12/9/2000,36.175,-115.1363889,1999
lawrence,ks,chevron,120.0,8/11/2004,38.9716667,-95.235,2004
charleston,sc,light,240.0,3/27/2014,32.7763889,-79.9311111,2014
medford,ma,other,420.0,10/30/2012,42.4183333,-71.1066667,2012
chester,ca,rectangle,180.0,2/22/2002,40.3063889,-121.2308333,2001
pomona,ca,formation,300.0,11/21/2010,34.0552778,-117.7513889,2010
clermont,fl,light,10.0,10/8/2007,28.5491667,-81.7730556,2007
kissimmee,fl,disk,300.0,4/14/2009,28.2916667,-81.4077778,1995
lincoln city,or,fireball,5.0,8/27/2009,44.9583333,-124.0166667,2009
tustin,ca,light,15.0,1/7/2000,33.7458333,-117.8252778,2000
marblemount,wa,light,2700.0,8/16/2002,48.5277778,-121.4483333,2002
wapakoneta,oh,triangle,75.0,2/14/2008,40.5677778,-84.1936111,2008
clarkton,nc,cigar,7.0,11/21/2010,34.4872222,-78.6563889,1986
indianapolis,in,disk,30.0,5/15/2013,39.7683333,-86.1580556,2013
penfield,il,disk,600.0,12/16/1999,40.3033333,-87.9466667,1998
worcester,ma,changing,3.0,6/12/2008,42.2625,-71.8027778,2007
anchorage,ak,circle,60.0,11/21/2010,61.2180556,-149.9002778,2010
seattle,wa,triangle,2.0,10/12/2001,47.6063889,-122.3308333,2001
orangevale,ca,circle,10.0,10/31/2008,38.6786111,-121.2247222,2008
lilburn,ga,circle,5.0,12/3/2004,33.89,-84.1430556,2004
silverton,or,triangle,600.0,11/28/2007,45.0052778,-122.7819444,2007
kansas city (suburb of),mo,triangle,120.0,2/18/2001,39.0997222,-94.5783333,2001
kernersville,nc,rectangle,540.0,4/14/2009,36.1197222,-80.0738889,2009
winnsboro,tx,other,30.0,6/20/2011,32.9572222,-95.29,2011
mojave,ca,triangle,240.0,1/3/2001,35.0525,-118.1730556,2000
leitchfield,ky,other,30.0,7/3/2013,37.48,-86.2938889,2013
houston,tx,other,600.0,12/12/2009,29.7630556,-95.3630556,2009
asheboro,nc,disk,30.0,1/10/2009,35.7077778,-79.8138889,2008
sanger,ca,light,2.0,4/17/2008,36.7080556,-119.555,2008
rolla,mo,disk,180.0,7/16/2003,37.9513889,-91.7711111,2003
wellington,oh,oval,10.0,1/7/2000,41.1688889,-82.2180556,1999
van wert,oh,sphere,30.0,3/4/2008,40.8694444,-84.5841667,2007
calhoun,ga,triangle,10.0,12/20/2012,34.5025,-84.9511111,2012
gallatin,tn,oval,180.0,2/8/2011,36.3883333,-86.4466667,2011
alamo,tn,formation,600.0,5/2/2011,35.7847222,-89.1172222,2011
seattle,wa,circle,30.0,5/15/2006,47.6063889,-122.3308333,2006
mcalpin,fl,fireball,5.0,12/2/2000,30.1388889,-82.9519444,2000
benton,il,disk,900.0,10/2/1999,37.9966667,-88.92,1962
monkton,md,oval,480.0,10/30/2006,39.5786111,-76.6158333,2006
chicago,il,light,60.0,10/12/2001,41.85,-87.65,2001
kokomo,in,formation,60.0,6/12/2008,40.4863889,-86.1336111,2008
springtown,tx,circle,1800.0,3/31/2008,32.9658333,-97.6833333,2008
midlothian,va,flash,20.0,8/19/2012,37.5058333,-77.6494444,2012
hillsboro,al,other,600.0,3/21/2003,34.6391667,-87.1916667,2003
austin (area),tx,other,2700.0,10/12/2001,30.2669444,-97.7427778,1998
thomaston,ct,light,1800.0,11/19/2012,41.6738889,-73.0736111,2012
trumbull,ct,triangle,720.0,5/13/2012,41.2427778,-73.2011111,2012
ferrum,va,oval,60.0,1/11/2002,36.9227778,-80.0136111,2001
el paso,tx,oval,30.0,5/11/2005,31.7586111,-106.4863889,1987
new york city,ny,disk,60.0,7/5/1999,40.7141667,-74.0063889,1999
delray beach,fl,triangle,3600.0,1/31/2011,26.4611111,-80.0730556,2011
novato,ca,other,600.0,3/17/2004,38.1075,-122.5686111,2004
leavenworth,wa,fireball,600.0,2/16/2000,47.5963889,-120.6602778,2000
pittsboro,nc,light,2.0,6/12/2008,35.72,-79.1775,2008
sewell,nj,triangle,120.0,2/23/2000,39.7663889,-75.1447222,1999
sheridan,co,circle,1500.0,8/19/2012,39.6469444,-105.0247222,2012
hamilton,ga,fireball,2.0,12/12/2009,32.7577778,-84.875,2009
greensboro,nc,light,180.0,11/21/2010,36.0725,-79.7922222,2010
cedarburg,wi,light,60.0,7/16/2006,43.2966667,-87.9875,2006
jackson,mi,fireball,15.0,9/13/2002,42.2458333,-84.4013889,1992
phoenix,az,light,20.0,6/12/2002,33.4483333,-112.0733333,2002
honolulu,hi,flash,3600.0,11/11/2013,21.3069444,-157.8583333,2013
forsyth,mo,fireball,180.0,1/24/2014,36.685,-93.1197222,2014
magna,ut,sphere,15.0,11/21/2010,40.7091667,-112.1008333,1985
freeburg (outside of),il,light,8.0,9/26/1998,38.4275,-89.9136111,1997
cooperstown,ny,light,5.0,7/6/2010,42.7005556,-74.9247222,2010
pocahontas,ar,oval,3600.0,7/16/2006,36.2613889,-90.9711111,2006
palm beach gardens,fl,fireball,600.0,1/10/2014,26.8230556,-80.1388889,2013
bowling green,oh,oval,30.0,6/12/2008,41.3747222,-83.6513889,2008
new york city (staten island),ny,cigar,7.0,8/5/2001,40.7141667,-74.0063889,1999
key largo,fl,triangle,240.0,6/18/1998,25.0861111,-80.4475,1996
carson,ca,disk,30.0,1/3/2001,33.8313889,-118.2811111,2000
richmond,ca,circle,1800.0,10/30/2006,37.9358333,-122.3466667,2006
romney,wv,other,7200.0,10/10/2011,39.3419444,-78.7569444,2011
vassar,mi,circle,30.0,10/10/2011,43.3719444,-83.5833333,1991
el monte,ca,circle,600.0,2/16/1999,34.0686111,-118.0266667,1998
clinton,wa,cone,60.0,11/21/2010,47.9786111,-122.3544444,2010
kingston,wa,sphere,30.0,6/12/2007,47.7988889,-122.4969444,2007
aspen (~2 hrs. w of; driving),co,formation,30.0,12/23/2013,39.1911111,-106.8169444,2013
palm springs,ca,circle,2.0,7/14/2013,33.8302778,-116.5444444,2003
oakland,ca,cigar,300.0,5/11/2005,37.8044444,-122.2697222,1968
overland park,ks,sphere,600.0,7/3/2013,38.9822222,-94.6705556,2013
orlando,fl,fireball,240.0,4/17/2008,28.5380556,-81.3794444,2008
edge,tx,light,120.0,10/12/2001,30.8897222,-96.2944444,2001
littleton,co,circle,300.0,1/24/2012,39.6133333,-105.0161111,2011
everett,wa,changing,5400.0,9/4/2003,47.9791667,-122.2008333,2003
castro valley,ca,circle,300.0,10/31/2008,37.6941667,-122.0852778,2008
deming (near),nm,other,30.0,3/19/2002,32.2686111,-107.7580556,1996
locust grove,ga,cigar,180.0,11/21/2010,33.3458333,-84.1091667,2007
philadelphia,pa,disk,120.0,10/2/1999,39.9522222,-75.1641667,1999
prior lake,mn,circle,420.0,7/3/2013,44.7133333,-93.4225,2013
phoenix,az,light,900.0,12/16/2005,33.4483333,-112.0733333,2005
phoenix,az,cylinder,3600.0,8/30/2013,33.4483333,-112.0733333,2013
asbury park,nj,disk,120.0,6/20/2005,40.2202778,-74.0125,2005
westminster,md,circle,180.0,5/2/2011,39.5752778,-76.9961111,2011
acworth,ga,triangle,600.0,10/12/2001,34.0658333,-84.6769444,1999
oconomowoc,wi,light,8.0,9/30/2013,43.1116667,-88.4991667,2013
kennesaw,ga,fireball,1.0,10/8/2007,34.0233333,-84.6155556,2007
lafayette,in,formation,10.0,3/10/2011,40.4166667,-86.8752778,2004
north bend,wa,circle,120.0,9/26/1998,47.4958333,-121.7855556,1953
carolina beach,nc,teardrop,360.0,9/24/2012,34.035,-77.8938889,2012
oak island,nc,fireball,2.0,8/5/2012,33.9163889,-78.1613889,2012
tucson,az,disk,300.0,6/12/2008,32.2216667,-110.9258333,2008
nashville,tn,changing,600.0,7/26/2002,36.1658333,-86.7844444,2002
boise,id,rectangle,240.0,10/30/2006,43.6136111,-116.2025,2006
seattle,wa,light,180.0,8/30/2013,47.6063889,-122.3308333,2013
carpinteria,ca,triangle,1800.0,6/6/2000,34.3988889,-119.5175,2000
jacksonville,fl,sphere,30.0,2/1/2007,30.3319444,-81.6558333,2002
charlotte,nc,oval,120.0,10/7/2003,35.2269444,-80.8433333,2003
friendswood,tx,sphere,180.0,1/5/2011,29.5291667,-95.2008333,2011
gloucester,va,triangle,7200.0,10/11/2005,37.4136111,-76.5258333,2005
arnold,mo,other,7200.0,1/12/2012,38.4327778,-90.3775,2012
orlando,fl,light,180.0,1/10/2009,28.5380556,-81.3794444,2008
standish,me,circle,30.0,11/19/2012,43.7358333,-70.5525,2012
gastonia,nc,fireball,20.0,8/14/2007,35.2619444,-81.1875,2005
farmersburg,in,light,7200.0,9/9/2013,39.2486111,-87.3819444,2013
boardman,oh,fireball,90.0,5/13/2012,41.0241667,-80.6630556,2012
plantsville,ct,disk,120.0,4/22/2003,41.5836111,-72.8927778,2003
bowie,md,light,4.0,4/26/1999,39.0066667,-76.7794444,1999
pearl,ms,cigar,1200.0,1/17/2004,32.2744444,-90.1319444,1969
phoenix,az,chevron,600.0,3/7/1998,33.4483333,-112.0733333,1997
gresham,or,flash,10.0,2/5/2003,45.4983333,-122.4302778,2003
canton,oh,fireball,2700.0,8/24/2010,40.7988889,-81.3786111,2010
bowie,md,light,300.0,1/12/2012,39.0066667,-76.7794444,2012
cabot,ar,formation,180.0,11/26/2003,34.9744444,-92.0163889,2003
san francisco,ca,light,15.0,11/3/2005,37.775,-122.4183333,2005
olympia,wa,fireball,4.0,12/12/2011,47.0380556,-122.8994444,2011
yucaipa,ca,light,20.0,11/26/2003,34.0336111,-117.0422222,2003
cordes junction,az,light,120.0,8/30/2013,34.3322222,-112.1197222,2013
chugwater,wy,light,30.0,9/9/2003,41.7566667,-104.8211111,2001
durham,nc,diamond,900.0,1/10/2009,35.9938889,-78.8988889,2008
corydon,in,disk,17.0,1/21/2008,38.2119444,-86.1219444,2008
independence,ky,other,300.0,5/11/2005,38.9430556,-84.5441667,2005
phoenix,az,teardrop,5.0,5/28/2005,33.4483333,-112.0733333,2005
seattle,wa,fireball,1800.0,8/5/2012,47.6063889,-122.3308333,2012
mesa,az,egg,20.0,5/2/2011,33.4222222,-111.8219444,2011
bradford,pa,other,20.0,5/12/2009,41.9558333,-78.6441667,2009
copiague,ny,light,10.0,9/9/2013,40.6813889,-73.4002778,2013
woodward,ok,other,14400.0,3/23/2004,36.4336111,-99.39,2004
garland,tx,light,20.0,10/15/2002,32.9125,-96.6386111,2002
thermal (near&#44 torres martinez indian reservation),ca,light,60.0,7/11/2000,33.6402778,-116.1386111,2000
irwindale,ca,light,60.0,9/6/2002,34.1069444,-117.9344444,1998
cashion,az,oval,600.0,7/6/2010,33.4352778,-112.2972222,2010
seattle,wa,disk,600.0,1/22/2004,47.6063889,-122.3308333,1978
fairfield,ia,formation,20.0,10/15/2003,41.0086111,-91.9625,2003
cotulla,tx,light,1320.0,8/7/2011,28.4366667,-99.2347222,2011
turlock,ca,light,3.0,9/2/2005,37.4947222,-120.8455556,2005
kingman (south of),az,triangle,2100.0,6/23/2010,35.1894444,-114.0522222,2007
layton,ut,formation,1800.0,3/18/2014,41.0602778,-111.9702778,2014
boulder,co,chevron,4.0,12/12/2011,40.015,-105.27,2011
larned,ks,cylinder,300.0,5/15/2006,38.1805556,-99.0983333,2005
dallas,tx,light,300.0,3/13/2012,32.7833333,-96.8,2012
portland,or,light,1800.0,1/10/2009,45.5236111,-122.675,2009
poplar grove,il,light,600.0,10/7/2003,42.3683333,-88.8219444,2003
seminole,fl,fireball,1800.0,2/14/2008,27.8394444,-82.7913889,2007
el paso,tx,other,120.0,1/28/1999,31.7586111,-106.4863889,1997
van nuys,ca,formation,3.0,7/5/2008,34.1866667,-118.4480556,2008
rochester,mi,triangle,180.0,11/21/2010,42.6805556,-83.1338889,2010
mission viejo,ca,circle,120.0,8/30/2013,33.6,-117.6711111,2013
springtown,tx,cigar,600.0,10/31/2008,32.9658333,-97.6833333,2008
starksboro,vt,triangle,150.0,10/31/2008,44.2272222,-73.0577778,2008
marshall,ar,light,1800.0,8/24/2010,35.9088889,-92.6311111,2010
macedonia,oh,flash,180.0,10/30/2006,41.3136111,-81.5086111,2006
longview,tx,cigar,120.0,1/22/2000,32.5005556,-94.7402778,2000
miami,fl,disk,1800.0,5/11/2005,25.7738889,-80.1938889,2005
la crescenta,ca,disk,420.0,4/2/1999,34.2241667,-118.2391667,1999
greenwood,sc,sphere,20.0,7/14/2013,34.1952778,-82.1619444,1995
van buren,ar,changing,300.0,6/12/2008,35.4366667,-94.3480556,2008
columbus,ga,light,5.0,11/21/2010,32.4608333,-84.9877778,2010
arvada,co,other,600.0,7/5/2008,39.8027778,-105.0869444,2008
riverside,ri,circle,180.0,8/12/2008,41.7672222,-71.3652778,2008
flora,il,cross,90.0,11/21/2010,38.6688889,-88.4855556,2010
delta,pa,disk,1200.0,4/27/2007,39.7269444,-76.3269444,1978
norman,ok,light,1800.0,10/30/2006,35.2225,-97.4391667,1996
tempe,az,changing,1800.0,8/30/2013,33.4147222,-111.9086111,1996
long beach,ca,fireball,10.0,10/15/2002,33.7669444,-118.1883333,2002
buras,la,disk,300.0,1/31/2011,29.3516667,-89.5241667,1988
manito,il,formation,300.0,3/4/2008,40.4258333,-89.7791667,2007
molalla,or,disk,30.0,2/16/1999,45.1475,-122.5758333,1999
polk city,fl,fireball,180.0,12/20/2012,28.1822222,-81.8241667,2012
st. louis (metro area),mo,fireball,10.0,11/17/1999,38.6272222,-90.1977778,1999
terrebonne,or,cigar,600.0,8/5/2012,44.3530556,-121.1766667,1964
palmdale,ca,oval,180.0,4/27/2007,34.5794444,-118.1155556,2007
wooster,oh,disk,600.0,2/22/2002,40.805,-81.9352778,2002
san antonio,tx,triangle,120.0,12/2/2000,29.4238889,-98.4933333,2000
dunnellon,fl,light,120.0,2/23/2011,29.0488889,-82.4611111,2011
columbia,sc,formation,300.0,12/12/2009,34.0005556,-81.035,2009
new york city (manhattan),ny,light,300.0,8/5/2001,40.7141667,-74.0063889,2001
cincinnati,oh,light,240.0,10/30/2012,39.1619444,-84.4569444,2012
atlanta,ga,fireball,3.0,2/14/2010,33.7488889,-84.3880556,2010
niagara falls,ny,formation,10.0,3/16/2012,43.0944444,-79.0569444,2012
stonyford,ca,sphere,60.0,10/12/2001,39.3752778,-122.5430556,1990
kennewick,wa,light,10.0,1/7/2000,46.2113889,-119.1361111,2000
whitehouse station,nj,circle,2.0,12/9/2003,40.6152778,-74.7708333,2003
vincennes,in,light,600.0,3/2/2004,38.6772222,-87.5286111,2004
richmond,va,disk,120.0,1/5/2011,37.5536111,-77.4605556,2010
ashburn,va,light,30.0,1/24/2014,39.0436111,-77.4877778,2014
gallup,nm,light,1800.0,7/25/2004,35.5280556,-108.7419444,2004
huntley,il,oval,8.0,9/24/2012,42.1680556,-88.4280556,2012
chester,wv,circle,60.0,1/19/2005,40.6130556,-80.5630556,2005
dade city,fl,disk,3.0,2/14/2006,28.3644444,-82.1961111,2005
richmond,ca,circle,1200.0,11/28/2007,37.9358333,-122.3466667,2007
salinas,ca,chevron,60.0,3/23/2011,36.6777778,-121.6544444,2011
mcminnville,tn,fireball,3.0,3/11/2006,35.6833333,-85.77,2006
austin,tx,triangle,5.0,4/13/2010,30.2669444,-97.7427778,2001
independence,ky,sphere,120.0,7/3/2013,38.9430556,-84.5441667,2013
vista,ca,fireball,8.0,5/24/2005,33.2,-117.2416667,2005
syracuse,in,circle,120.0,8/27/2009,41.4277778,-85.7525,2009
evergreen,co,disk,18000.0,6/4/2004,39.6333333,-105.3166667,1952
mt. vernon,oh,triangle,120.0,11/20/2013,40.3933333,-82.4858333,2013
bel air,md,oval,1200.0,12/12/2011,39.5358333,-76.3486111,2011
manassas,va,other,180.0,6/20/2005,38.7508333,-77.4755556,2005
knoxville,il,chevron,7.0,8/28/2002,40.9083333,-90.2847222,2002
green oaks,il,circle,3.0,2/1/2007,42.29,-87.9033333,2006
london,ky,disk,600.0,7/16/2003,37.1288889,-84.0833333,2003
greenville,tx,triangle,120.0,8/4/2003,33.1383333,-96.1105556,1952
rehoboth beach,de,light,20.0,7/16/2006,38.7208333,-75.0763889,2006
martinsburg,wv,cigar,420.0,8/7/2007,39.4561111,-77.9641667,2007
martinsburg,wv,circle,600.0,10/25/2011,39.4561111,-77.9641667,2011
virginia beach,va,sphere,10.0,1/28/1999,36.8527778,-75.9783333,1997
superior,wi,light,600.0,8/5/2009,46.7208333,-92.1038889,2009
apopka,fl,sphere,30.0,4/4/2014,28.6802778,-81.5097222,2014
naples,fl,light,30.0,1/10/2014,26.1416667,-81.795,2013
dunstable,ma,light,60.0,3/31/2008,42.675,-71.4833333,2008
kearny,az,light,1200.0,2/24/2001,33.0569444,-110.91,2001
long beach,ms,circle,5.0,3/6/2001,30.3502778,-89.1527778,2001
farmington,nm,light,14.0,10/30/2006,36.7280556,-108.2180556,2006
leesville,sc,flash,15.0,6/3/2011,33.9163889,-81.5136111,1961
anderson,sc,circle,20.0,10/14/2013,34.5033333,-82.6502778,2013
kalamazoo,mi,triangle,60.0,6/12/2007,42.2916667,-85.5872222,2007
phoenix,az,oval,10800.0,11/21/1998,33.4483333,-112.0733333,1998
hackensack,nj,sphere,10.0,9/12/1999,40.8858333,-74.0438889,1999
junction city,ks,diamond,180.0,1/12/2012,39.0286111,-96.8311111,2011
los angeles,ca,diamond,120.0,10/12/2001,34.0522222,-118.2427778,1980
hendersonville,tn,disk,120.0,3/21/2003,36.3047222,-86.62,2002
sarasota,fl,fireball,300.0,2/14/2006,27.3361111,-82.5308333,2006
clearfield,ut,formation,30.0,10/31/2008,41.1108333,-112.0252778,2008
leadville (near),co,light,1500.0,10/30/2012,39.2508333,-106.2919444,2012
greensboro,nc,triangle,900.0,7/3/2013,36.0725,-79.7922222,2013
kihei,hi,circle,240.0,1/16/2014,20.785,-156.4655556,2014
tucson,az,sphere,600.0,4/27/2007,32.2216667,-110.9258333,2007
mandeville,la,fireball,10.0,12/16/2005,30.3580556,-90.0655556,2005
calabasas,ca,light,10.0,12/16/2005,34.1577778,-118.6375,2005
springdale,ar,light,600.0,9/24/2012,36.1866667,-94.1286111,2012
canoga park,ca,changing,86400.0,3/11/2006,34.2011111,-118.5972222,2006
bruceville,in,triangle,2.0,11/11/2013,38.7594444,-87.4155556,2013
california,mo,sphere,300.0,8/1/2003,38.6275,-92.5663889,2003
la mesa,ca,circle,4.0,3/27/2014,32.7677778,-117.0222222,2014
goshen,in,light,900.0,8/12/2008,41.5822222,-85.8344444,2008
austin,tx,rectangle,2.0,4/3/2011,30.2669444,-97.7427778,1997
socastee,sc,sphere,180.0,10/30/2006,33.6833333,-78.9986111,2006
shirley,ny,oval,480.0,9/15/2005,40.8013889,-72.8680556,2005
urbandale,ia,light,3600.0,6/20/2005,41.6266667,-93.7119444,2000
haverhill,ma,light,120.0,12/12/2009,42.7761111,-71.0777778,2009
tempe,az,disk,4500.0,7/8/2004,33.4147222,-111.9086111,2004
aberdeen,wa,cross,300.0,2/7/2014,46.9755556,-123.8144444,2014
sanford,va,sphere,120.0,8/12/2008,37.925,-75.6647222,2008
woodland,wa,oval,10.0,10/30/2006,45.9047222,-122.7427778,2001
pittsfield,il,triangle,120.0,11/28/2007,39.6077778,-90.805,2007
manson,wa,light,600.0,10/14/2013,47.885,-120.1572222,2013
san jose,ca,diamond,1200.0,4/11/2014,37.3394444,-121.8938889,2001
chesapeake,va,cigar,12.0,5/9/2003,36.8188889,-76.2752778,2003
seattle,wa,other,120.0,12/9/2003,47.6063889,-122.3308333,1992
san bernardino,ca,fireball,600.0,2/14/2010,34.1083333,-117.2888889,2010
las vegas,nv,triangle,600.0,4/27/2007,36.175,-115.1363889,2007
san antonio,tx,cigar,4.0,8/28/2003,29.4238889,-98.4933333,2003
wellington,al,light,120.0,10/31/2008,33.8225,-85.8927778,2008
stafford,ct,disk,180.0,3/11/2006,41.9847222,-72.2894444,2006
reno,nv,fireball,60.0,9/12/1999,39.5297222,-119.8127778,1999
lawrenceville,ga,fireball,5.0,10/14/2013,33.9561111,-83.9880556,2013
douglas,mi,cigar,1200.0,11/20/2002,42.6433333,-86.2005556,1966
st. louis (kirkwood),mo,disk,180.0,5/14/2002,38.6272222,-90.1977778,2002
portland,or,light,3.0,2/7/2014,45.5236111,-122.675,2014
galivants ferry,sc,light,6.0,12/12/2011,34.0561111,-79.2466667,2011
truman,mn,formation,60.0,5/12/2010,43.8277778,-94.4369444,2010
waynesville,oh,triangle,90.0,10/19/2011,39.5297222,-84.0866667,2011
south portsmouth,ky,light,7200.0,10/30/2006,38.7244444,-83.0133333,2006
seattle (university district),wa,triangle,2.0,6/23/2004,47.6063889,-122.3308333,2004
st. paul,mn,light,45.0,3/16/2000,44.9444444,-93.0930556,1957
walton,wv,light,10.0,7/4/2012,38.6388889,-81.4022222,2012
carol city,fl,other,90.0,2/22/2002,25.9402778,-80.2458333,2001
antioch,il,triangle,2.0,7/4/2011,42.4772222,-88.0955556,2011
forty fort,pa,fireball,720.0,10/30/2012,41.2788889,-75.8786111,2012
rush springs,ok,light,4.0,10/15/2002,34.7825,-97.9566667,2002
gaviota,ca,light,120.0,8/28/2002,34.4716667,-120.2138889,2002
nederland,tx,chevron,360.0,5/11/2005,29.9741667,-93.9922222,2002
spencer,ia,fireball,4.0,11/1/1998,43.1413889,-95.1441667,1998
soquel,ca,cylinder,300.0,11/21/2010,36.9880556,-121.9555556,2010
mariano lake,nm,oval,600.0,2/12/2004,35.5780556,-108.3213889,2004
bohemia,ny,light,180.0,4/28/2001,40.7691667,-73.1155556,1979
palm desert,ca,other,600.0,12/14/2004,33.7222222,-116.3736111,2004
carmel,in,fireball,1800.0,7/3/2013,39.9783333,-86.1180556,2006
port charlotte,fl,changing,900.0,1/12/2012,26.9758333,-82.0908333,2011
springboro,oh,formation,300.0,8/5/2012,39.5522222,-84.2333333,2012
high point,nc,fireball,60.0,8/27/2009,35.9555556,-80.0055556,2009
salyersville,ky,triangle,60.0,1/10/2009,37.7525,-83.0688889,1994
oklahoma city,ok,triangle,300.0,1/28/1999,35.4675,-97.5161111,1993
medina,oh,teardrop,300.0,3/13/2012,41.1383333,-81.8638889,2012
grand rapids,mi,disk,45.0,8/7/2007,42.9633333,-85.6680556,1995
vernon,vt,light,600.0,6/9/2009,42.7619444,-72.5138889,2009
harrisburg,pa,triangle,300.0,6/23/1999,40.2736111,-76.8847222,1996
chicago,il,fireball,120.0,7/10/2010,41.85,-87.65,2010
columbia,tn,formation,6.0,11/1/1998,35.615,-87.0352778,1998
albany,ny,other,8.0,11/26/2003,42.6525,-73.7566667,2003
corpus christi,tx,light,90.0,9/24/2012,27.8002778,-97.3961111,2012
pottsville,ar,triangle,600.0,12/3/2004,35.2480556,-93.0488889,2004
lakewood,co,light,600.0,12/23/2013,39.7047222,-105.0808333,2013
temecula,ca,fireball,300.0,1/31/2011,33.4936111,-117.1475,2011
surfside beach,sc,light,5.0,3/11/2006,33.6058333,-78.9733333,2006
baltimore,md,triangle,900.0,3/18/2014,39.2902778,-76.6125,1984
mckinney,tx,egg,2.0,4/12/2013,33.1975,-96.615,2013
wentworth,nh,formation,240.0,2/28/2013,43.8716667,-71.9147222,2012
clearfield,pa,light,15.0,2/18/2011,41.0272222,-78.4394444,1973
phoenix,az,fireball,2.0,6/23/2004,33.4483333,-112.0733333,2004
butte,mt,triangle,120.0,6/18/2004,46.0038889,-112.5338889,2004
durham,nc,chevron,180.0,2/7/2014,35.9938889,-78.8988889,2014
albuquerque,nm,oval,5.0,5/12/2010,35.0844444,-106.6505556,2010
pensacola,fl,circle,480.0,11/26/2003,30.4211111,-87.2169444,1973
greenwich,ct,fireball,2.0,7/16/2006,41.0263889,-73.6288889,2006
crestview,fl,fireball,600.0,7/17/2011,30.7619444,-86.5705556,2011
eastpointe,mi,light,120.0,2/14/2014,42.4683333,-82.9555556,2014
annapolis,md,disk,180.0,4/13/2010,38.9783333,-76.4925,2010
wenatchee,wa,flash,7200.0,3/19/2002,47.4236111,-120.3091667,2002
coeur d&#39alene,id,light,300.0,9/9/2013,47.6777778,-116.7794444,2013
sciota,pa,disk,300.0,3/23/2011,40.9294444,-75.3163889,1997
dyersburg,tn,other,2.0,5/13/2012,36.0344444,-89.3855556,2012
milton,wa,circle,300.0,5/12/2010,47.2483333,-122.3116667,1993
sultan (near),wa,circle,300.0,6/12/2007,47.8627778,-121.8152778,1973
phoenix,az,oval,120.0,7/8/2004,33.4483333,-112.0733333,2004
taunton,ma,oval,30.0,9/24/2012,41.9,-71.0902778,2012
mandeville,la,light,5.0,5/15/2006,30.3580556,-90.0655556,2006
claremore,ok,light,3.0,5/15/2006,36.3125,-95.6158333,2006
aurora,oh,sphere,120.0,2/5/2003,41.3175,-81.3455556,1965
las vegas,nv,light,3600.0,6/12/2008,36.175,-115.1363889,2008
fremont,oh,circle,180.0,8/16/2002,41.3502778,-83.1219444,2002
spartanburg,sc,circle,900.0,3/11/2006,34.9494444,-81.9322222,1979
lebanon,tn,cigar,360.0,3/27/2014,36.2080556,-86.2911111,2013
breaux bridge,la,circle,10800.0,11/21/2010,30.2733333,-91.8991667,2010
erie,pa,cigar,120.0,5/15/2006,42.1291667,-80.0852778,2001
carter lake,ia,triangle,4.0,11/20/2013,41.2905556,-95.9177778,2013
coeur d&#39alene,id,light,180.0,5/15/2013,47.6777778,-116.7794444,2013
richmond,va,cigar,60.0,4/27/2007,37.5536111,-77.4605556,2007
north myrtle beach,sc,disk,20.0,8/5/2009,33.8158333,-78.6802778,2009
denver,co,triangle,900.0,12/12/2009,39.7391667,-104.9841667,2009
petersburg,ak,triangle,480.0,8/20/2001,56.8125,-132.9555556,2001
mansfield,oh,cigar,1200.0,1/28/1999,40.7583333,-82.5155556,1973
adairsville,ga,circle,3600.0,11/28/2007,34.3686111,-84.9341667,2007
paris,ky,circle,600.0,5/14/2002,38.2097222,-84.2530556,2002
augusta,ga,triangle,60.0,2/3/2012,33.4708333,-81.975,2012
logansport,in,fireball,300.0,4/27/2004,40.7544444,-86.3566667,2004
redwood valley,ca,light,180.0,2/18/2013,39.2655556,-123.2033333,2013
san diego,ca,light,900.0,9/24/2012,32.7152778,-117.1563889,2012
salisbury,nc,circle,8.0,3/6/2001,35.6708333,-80.4744444,2001
auburn,ca,sphere,10.0,1/12/2012,38.8966667,-121.0758333,2011
west manchester,oh,changing,6300.0,10/2/1999,38.6880556,-83.6094444,1997
kalispell,mt,light,120.0,6/14/2012,48.1958333,-114.3119444,2012
