city_area,state,ufo_shape,encounter_length,date_documented,latitude,longitude,year
hermiston,or,other,45.0,2/22/2002,45.8405556,-119.2883333,1985
seatac,wa,light,120.0,11/2/1999,47.4538889,-122.3205556,1995
oldsmar,fl,light,4.0,11/2/1999,28.0338889,-82.6652778,1995
ashland (right over highway 63),mo,triangle,60.0,3/7/1998,38.7744444,-92.2569444,1997
plano,tx,circle,0.5,1/28/1999,33.0197222,-96.6986111,1998
medina,oh,fireball,10.0,2/16/1999,41.1383333,-81.8638889,1998
las cruces (on interstate 10&#44west of),nm,disk,7200.0,4/25/2002,32.3122222,-106.7777778,1998
woodland (6 miles from town),wa,triangle,120.0,3/7/1998,45.9047222,-122.7427778,1998
woodinville (north east),wa,sphere,240.0,3/7/1998,47.7544444,-122.1622222,1998
miami,fl,light,20.0,3/7/1998,25.7738889,-80.1938889,1998
anaheim hills,ca,light,3.0,3/7/1998,33.8444444,-117.7763889,1998
mobile,al,light,20.0,2/16/1999,30.6941667,-88.0430556,1999
dawsonville,ga,triangle,600.0,4/27/2004,34.4211111,-84.1191667,1999
gramercy (on hwy. 61),la,triangle,300.0,1/7/2000,30.0472222,-90.6897222,1999
naples,me,light,3600.0,12/16/1999,43.9716667,-70.6097222,1999
tomah,wi,chevron,120.0,12/16/1999,43.9786111,-90.5038889,1999
emory,tx,sphere,3.0,3/16/2001,32.8744444,-95.7652778,1999
columbus,oh,light,3600.0,12/16/1999,39.9611111,-82.9988889,1999
hollywood,ca,sphere,1200.0,6/18/2004,34.0983333,-118.3258333,2000
west chester,pa,sphere,5.0,2/18/2001,39.8494444,-75.3561111,2000
covina,ca,light,10.0,2/16/2000,34.09,-117.8894444,2000
leavenworth,wa,fireball,600.0,2/16/2000,47.5963889,-120.6602778,2000
monticello,in,light,1200.0,2/16/2000,40.7452778,-86.7647222,2000
glendale heights,il,light,2700.0,2/18/2001,41.9102778,-88.0716667,2001
sacramento,ca,light,600.0,2/18/2001,38.5816667,-121.4933333,2001
winterset,ia,fireball,3.0,2/18/2001,41.3308333,-94.0136111,2001
concord,nh,rectangle,10.0,1/11/2002,43.2080556,-71.5380556,2001
des moines,ia,other,5.0,2/18/2001,41.6005556,-93.6088889,2001
west windsor,nj,chevron,30.0,1/11/2002,40.2422222,-74.5816667,2001
las vegas,nv,light,60.0,12/23/2002,36.175,-115.1363889,2002
olney,md,diamond,10.0,1/29/2002,39.1530556,-77.0672222,2002
springfield,va,circle,1800.0,2/22/2002,38.7891667,-77.1875,2002
pontotoc,ms,triangle,1500.0,1/29/2002,34.2477778,-88.9986111,2002
hermitage,pa,cigar,172800.0,12/23/2002,41.2333333,-80.4488889,2002
northampton,ma,light,2.0,2/22/2002,42.325,-72.6416667,2002
sioux falls,sd,teardrop,1.5,12/23/2002,43.55,-96.7,2002
sioux falls,sd,teardrop,1.5,3/21/2003,43.55,-96.7,2002
monroe,mi,triangle,7200.0,9/29/2004,41.9163889,-83.3977778,2003
palatine,il,other,3600.0,12/9/2003,42.1102778,-88.0341667,2003
doylestown,pa,changing,10800.0,3/21/2003,40.31,-75.1302778,2003
plymouth,pa,disk,300.0,12/19/2003,41.2402778,-75.945,2003
plymouth,pa,sphere,300.0,12/9/2003,41.2402778,-75.945,2003
farisita,co,fireball,1200.0,1/17/2004,37.7447222,-105.0708333,2003
gresham,or,flash,10.0,2/5/2003,45.4983333,-122.4302778,2003
corpus christi,tx,circle,1800.0,1/31/2004,27.8002778,-97.3961111,2004
new york city,ny,triangle,120.0,1/31/2004,40.7141667,-74.0063889,2004
fort worth,tx,cigar,2.0,12/14/2004,32.7252778,-97.3205556,2004
mexia,tx,fireball,180.0,2/12/2004,31.6797222,-96.4819444,2004
aiea,hi,circle,120.0,1/19/2005,21.3822222,-157.9336111,2004
tucson,az,cylinder,2.0,12/14/2004,32.2216667,-110.9258333,2004
chattanooga,tn,fireball,10.0,12/14/2004,35.0455556,-85.3097222,2004
salters,sc,light,30.0,12/14/2004,33.5983333,-79.8516667,2004
mesa,az,formation,600.0,1/31/2004,33.4222222,-111.8219444,2004
alexandria,la,formation,15.0,12/14/2004,31.3111111,-92.445,2004
kingsport,tn,diamond,1500.0,12/14/2004,36.5483333,-82.5619444,2004
ogunquit,me,circle,1200.0,1/31/2004,43.2488889,-70.5997222,2004
boca raton,fl,other,7200.0,10/31/2008,26.3583333,-80.0833333,2004
vinton,ia,light,180.0,1/31/2004,42.1686111,-92.0233333,2004
naperville,il,other,30.0,2/8/2005,41.7858333,-88.1472222,2005
kenosha,wi,other,3600.0,12/16/2005,42.5847222,-87.8211111,2005
north wilkesboro,nc,fireball,15.0,12/16/2005,36.1583333,-81.1477778,2005
abingdon,md,light,300.0,2/8/2005,39.4622222,-76.2794444,2005
phoenix,az,light,900.0,2/8/2005,33.4483333,-112.0733333,2005
corsica,pa,oval,300.0,2/8/2005,41.1811111,-79.2025,2005
state college,pa,diamond,2400.0,2/8/2005,40.7933333,-77.8602778,2005
parsippany,nj,other,300.0,12/16/2005,40.8577778,-74.4263889,2005
abilene,tx,light,120.0,2/14/2006,32.4486111,-99.7327778,2006
lutz,fl,triangle,5.0,6/12/2007,28.1508333,-82.4616667,2006
tampa,fl,triangle,720.0,12/14/2006,27.9472222,-82.4586111,2006
zephyrhills,fl,triangle,180.0,2/1/2007,28.2333333,-82.1813889,2006
surfside beach,sc,light,20.0,12/14/2006,33.6058333,-78.9733333,2006
pomona (wolfe lake),il,triangle,10800.0,12/14/2006,37.6280556,-89.3366667,2006
ukiah,ca,circle,120.0,12/14/2006,39.1502778,-123.2066667,2006
harrisburg,pa,formation,30.0,12/14/2006,40.2736111,-76.8847222,2006
fresno,ca,circle,300.0,12/14/2006,36.7477778,-119.7713889,2006
beloit,wi,other,180.0,2/14/2006,42.5083333,-89.0316667,2006
parker,co,cigar,30.0,12/14/2006,39.5186111,-104.7608333,2006
billerica,ma,light,1.0,2/14/2006,42.5583333,-71.2694444,2006
indianapolis,in,circle,25.0,12/14/2006,39.7683333,-86.1580556,2006
san diego,ca,triangle,600.0,2/1/2007,32.7152778,-117.1563889,2006
stafford,ct,disk,180.0,3/11/2006,41.9847222,-72.2894444,2006
garland,tx,light,18000.0,2/1/2007,32.9125,-96.6386111,2007
enola,pa,triangle,600.0,2/1/2007,40.29,-76.9341667,2007
spotsylvania,va,fireball,5.0,2/1/2007,38.2008333,-77.5894444,2007
seattle,wa,disk,1200.0,2/1/2007,47.6063889,-122.3308333,2007
columbus,ga,cigar,180.0,3/4/2008,32.4608333,-84.9877778,2007
norco,ca,light,120.0,2/1/2007,33.9311111,-117.5477778,2007
salem,or,triangle,600.0,2/1/2007,44.9430556,-123.0338889,2007
warren,pa,light,60.0,3/4/2008,41.8438889,-79.1452778,2007
dallas,tx,light,20.0,3/4/2008,32.7833333,-96.8,2007
tazewell,tn,light,10.0,2/14/2008,36.4541667,-83.5694444,2008
ellicott city,md,other,20.0,8/12/2008,39.2672222,-76.7986111,2008
dos rios,ca,other,900.0,1/10/2009,39.7169444,-123.3522222,2008
ocala,fl,changing,780.0,1/10/2009,29.1869444,-82.1402778,2008
oxford,ct,other,60.0,2/14/2008,41.4338889,-73.1172222,2008
rochester hills,mi,other,180.0,1/10/2009,42.6583333,-83.15,2008
apalachicola,fl,changing,120.0,6/12/2008,29.7255556,-84.9833333,2008
cary,il,disk,5.0,2/14/2008,42.2119444,-88.2380556,2008
lost hills,ca,fireball,15.0,2/14/2008,35.6163889,-119.6933333,2008
junction city,or,oval,300.0,1/10/2009,44.2194444,-123.2044444,2008
san diego,ca,flash,10.0,2/14/2008,32.7152778,-117.1563889,2008
corona,ca,light,15.0,2/14/2008,33.8752778,-117.5655556,2008
mount vernon,mo,light,300.0,1/10/2009,37.0986,-93.8185,2008
san diego,ca,light,120.0,1/10/2009,32.7152778,-117.1563889,2008
takoma park,md,formation,7.0,1/10/2009,38.9777778,-77.0077778,2008
easley,sc,circle,8.0,2/14/2008,34.8297222,-82.6016667,2008
key west,fl,other,15.0,2/14/2010,24.5552778,-81.7827778,2009
beaverton,or,formation,25.0,1/31/2011,45.4872222,-122.8025,2009
christiansburg,va,triangle,60.0,3/19/2009,37.1297222,-80.4091667,2009
west jordan,ut,disk,2.0,3/19/2009,40.5,-111.95,2009
minneapolis,mn,light,3600.0,3/19/2009,44.98,-93.2636111,2009
mineral,va,oval,30.0,12/12/2009,38.0105556,-77.9088889,2009
marathon,fl,fireball,360.0,12/12/2009,24.7133333,-81.0905556,2009
smiths station,al,diamond,300.0,4/13/2010,32.54,-85.0986111,2009
frazier park,ca,teardrop,10.0,3/19/2009,34.8227778,-118.9438889,2009
newport,me,oval,300.0,3/19/2009,44.8352778,-69.2744444,2009
greensboro,nc,sphere,1200.0,2/14/2010,36.0725,-79.7922222,2010
santee,ca,oval,300.0,1/5/2011,32.8383333,-116.9730556,2010
fort collins,co,light,480.0,2/14/2010,40.5852778,-105.0838889,2010
portland,or,triangle,40.0,1/5/2011,45.5236111,-122.675,2010
santa fe springs,ca,sphere,180.0,2/14/2010,33.9472222,-118.0844444,2010
arlington,ma,flash,60.0,1/5/2011,42.4152778,-71.1569444,2010
charlotte,nc,fireball,60.0,2/14/2010,35.2269444,-80.8433333,2010
monon,in,fireball,60.0,1/5/2011,40.8677778,-86.8788889,2010
pensacola,fl,triangle,480.0,1/31/2011,30.4211111,-87.2169444,2011
brainerd,mn,triangle,120.0,12/12/2011,46.3580556,-94.2005556,2011
canon city,co,diamond,5.0,12/12/2011,38.4,-105.2166667,2011
mount shasta,ca,circle,300.0,1/12/2012,41.31,-122.3094444,2011
watsonville,ca,disk,5.0,1/31/2011,36.9102778,-121.7558333,2011
st. louis,mo,triangle,4.0,12/12/2011,38.6272222,-90.1977778,2011
lenzburg,il,other,900.0,12/12/2011,38.2872222,-89.8172222,2011
homosassa,fl,light,300.0,1/31/2011,28.7811111,-82.6152778,2011
los angeles,ca,light,4.0,1/31/2011,34.0522222,-118.2427778,2011
bald knob,ar,circle,15.0,1/31/2011,35.3097222,-91.5677778,2011
sarona,wi,light,3600.0,1/12/2012,45.7111111,-91.8063889,2011
miami,fl,flash,1.0,1/31/2011,25.7738889,-80.1938889,2011
corvallis,or,fireball,300.0,2/3/2012,44.5647222,-123.2608333,2011
whitehall,oh,fireball,30.0,12/12/2011,39.9666667,-82.8855556,2011
johnstown,pa,light,240.0,12/12/2011,40.3266667,-78.9222222,2011
lanham,md,disk,120.0,1/31/2011,38.9669444,-76.8622222,2011
colorado springs,co,fireball,5.0,12/20/2012,38.8338889,-104.8208333,2012
burbank,ca,light,6.0,12/20/2012,34.1808333,-118.3080556,2012
hayward,ca,diamond,180.0,2/3/2012,37.6688889,-122.0797222,2012
rock springs,wy,disk,120.0,12/20/2012,41.5875,-109.2022222,2012
max meadows,va,light,360.0,12/20/2012,36.9702778,-80.9497222,2012
bend,or,formation,120.0,12/20/2012,44.0583333,-121.3141667,2012
eldridge,ia,light,240.0,12/20/2012,41.6580556,-90.5844444,2012
brady,wa,fireball,5.0,2/3/2012,46.9961111,-123.5105556,2012
alvarado,tx,circle,60.0,12/20/2012,32.4063889,-97.2113889,2012
boring,or,oval,5.0,2/3/2012,45.43,-122.3736111,2012
longmont,co,fireball,150.0,12/20/2012,40.1672222,-105.1013889,2012
longmont,co,light,60.0,12/20/2012,40.1672222,-105.1013889,2012
estacada,or,oval,3.0,2/3/2012,45.2897222,-122.3325,2012
ingleside,tx,fireball,120.0,12/20/2012,27.8775,-97.2113889,2012
longmont,co,fireball,300.0,12/20/2012,40.1672222,-105.1013889,2012
lufkin,tx,light,1200.0,2/3/2012,31.3380556,-94.7288889,2012
grants,nm,other,180.0,12/20/2012,35.1472222,-107.8508333,2012
medina,tn,sphere,60.0,2/3/2012,35.8027778,-88.7747222,2012
american fork,ut,disk,360.0,2/3/2012,40.3769444,-111.795,2012
lehi,ut,disk,1800.0,2/3/2012,40.3916667,-111.85,2012
escondido,ca,rectangle,3.0,12/20/2012,33.1191667,-117.0855556,2012
kingston,ny,light,300.0,12/12/2013,41.9269444,-73.9977778,2012
wellington,fl,oval,30.0,12/20/2012,26.6583333,-80.2416667,2012
bremerton,wa,triangle,900.0,2/3/2012,47.5675,-122.6313889,2012
lake mary,fl,fireball,600.0,2/3/2012,28.7586111,-81.3180556,2012
blum,tx,triangle,3600.0,12/20/2012,32.1425,-97.3969444,2012
connersville,in,cylinder,1740.0,8/30/2013,39.6411111,-85.1411111,2012
laramie,wy,sphere,1800.0,1/10/2014,41.3113889,-105.5905556,2013
laguna beach,ca,circle,3.0,12/12/2013,33.5422222,-117.7822222,2013
charleston (james island),sc,other,60.0,12/12/2013,32.7763889,-79.9311111,2013
boca raton,fl,fireball,120.0,12/12/2013,26.3583333,-80.0833333,2013
grand rapids,mi,circle,1.0,12/23/2013,42.9633333,-85.6680556,2013
groton,ma,light,300.0,12/23/2013,42.6111111,-71.575,2013
olympia,wa,other,480.0,12/12/2013,47.0380556,-122.8994444,2013
miami,fl,fireball,60.0,12/12/2013,25.7738889,-80.1938889,2013
rutland,vt,circle,180.0,12/12/2013,43.6105556,-72.9730556,2013
vacaville,ca,sphere,1360.0,12/12/2013,38.3566667,-121.9866667,2013
bonita springs,fl,light,15.0,12/12/2013,26.3394444,-81.7788889,2013
lakewood,co,triangle,60.0,2/4/2013,39.7047222,-105.0808333,2013
oroville,ca,formation,300.0,12/12/2013,39.5138889,-121.5552778,2013
mertztown,pa,fireball,600.0,12/12/2013,40.5058333,-75.6658333,2013
levittown,pa,light,1200.0,12/12/2013,40.155,-74.8291667,2013
jacksonville,fl,flash,2.0,12/12/2013,30.3319444,-81.6558333,2013
gilbert,az,light,600.0,12/12/2013,33.3527778,-111.7883333,2013
garden grove,ca,light,600.0,12/12/2013,33.7738889,-117.9405556,2013
kelso,wa,other,120.0,2/18/2013,46.1469444,-122.9072222,2013
scranton,pa,light,3.0,2/4/2013,41.4088889,-75.6627778,2013
roscoe,il,circle,5.0,12/12/2013,42.4133333,-89.0091667,2013
yuba city,ca,circle,300.0,12/12/2013,39.1405556,-121.6158333,2013
washington,nc,disk,60.0,2/4/2013,35.5463889,-77.0525,2013
jupiter,fl,diamond,120.0,1/10/2014,26.9338889,-80.0944444,2013
napa,ca,light,300.0,12/12/2013,38.2972222,-122.2844444,2013
old bridge,nj,light,5.0,2/4/2013,40.4147222,-74.3658333,2013
fayetteville,nc,circle,50.0,12/12/2013,35.0525,-78.8786111,2013
long beach,ca,light,60.0,2/4/2013,33.7669444,-118.1883333,2013
new york city (brooklyn),ny,light,1800.0,2/4/2013,40.7141667,-74.0063889,2013
athens,tn,oval,45.0,1/30/2014,35.4427778,-84.5930556,2014
alameda,ca,diamond,5.0,1/30/2014,37.7652778,-122.2405556,2014
englewood,fl,changing,5.0,1/30/2014,26.9616667,-82.3527778,2014
sarasota,fl,fireball,180.0,1/30/2014,27.3361111,-82.5308333,2014
chillicothe,oh,circle,90.0,1/30/2014,39.3330556,-82.9825,2014
longview,wa,fireball,180.0,1/30/2014,46.1383333,-122.9369444,2014
highfill,ar,triangle,900.0,1/30/2014,36.2613889,-94.3575,2014
midvale,ut,other,5.0,1/30/2014,40.6111111,-111.8991667,2014
tucson,az,other,120.0,1/30/2014,32.2216667,-110.9258333,2014
glendora,ca,disk,600.0,12/16/1999,34.1361111,-117.8644444,1973
albuquerque,nm,circle,600.0,2/1/2007,35.0844444,-106.6505556,1979
clarkton,nc,cigar,7.0,11/21/2010,34.4872222,-78.6563889,1986
exeter,nh,diamond,2.0,6/3/2003,42.9813889,-70.9483333,1992
mccall,id,fireball,10.0,11/20/2001,44.9111111,-116.0977778,1994
jonesburg,mo,light,600.0,3/7/1998,38.8533333,-91.3058333,1996
east wenatchee,wa,light,300.0,1/28/1999,47.4158333,-120.2919444,1997
wenatchee,wa,light,300.0,4/25/2002,47.4236111,-120.3091667,1997
de leon,tx,light,300.0,11/17/1999,32.1108333,-98.5355556,1998
vilonia (just south of),ar,circle,300.0,9/28/2002,35.0838889,-92.2077778,1998
alberton,mt,oval,300.0,1/28/1999,47.0016667,-114.4725,1998
belton (5mi south on sr y),mo,fireball,2.0,1/28/1999,38.8119444,-94.5316667,1998
scottsdale,az,triangle,4.0,2/16/1999,33.5091667,-111.8983333,1999
seattle,wa,light,5.0,12/16/1999,47.6063889,-122.3308333,1999
greenville,nh,triangle,60.0,2/22/2005,42.7672222,-71.8127778,1999
millersburg,mo,chevron,300.0,1/7/2000,38.8986111,-92.1233333,1999
mcalester,ok,other,1.0,7/5/1999,34.9333333,-95.7694444,1999
columbia,mo,triangle,300.0,12/16/1999,38.9516667,-92.3338889,1999
damascus (boring),or,fireball,2.0,2/16/2000,45.4177778,-122.4577778,2000
beaverton,or,cylinder,1200.0,2/16/2000,45.4872222,-122.8025,2000
gilbert,az,oval,1080.0,12/9/2000,33.3527778,-111.7883333,2000
rohnert park,ca,light,15.0,2/16/2000,38.3397222,-122.7,2000
beaver,oh,light,7200.0,12/20/2000,39.0305556,-82.8244444,2000
prescott valley,az,circle,360.0,2/16/2000,34.61,-112.315,2000
laguna niguel,ca,sphere,30.0,2/16/2000,33.5225,-117.7066667,2000
pasadena,ca,light,7.0,1/11/2002,34.1477778,-118.1436111,2001
east providence,ri,other,240.0,2/18/2001,41.8136111,-71.3705556,2001
bemidji,mn,triangle,360.0,1/11/2002,47.4736111,-94.88,2001
mira loma,ca,egg,300.0,2/18/2001,33.9925,-117.5155556,2001
lenexa,ks,light,420.0,1/11/2002,38.9536111,-94.7333333,2001
orlando,fl,cigar,1845.0,2/18/2001,28.5380556,-81.3794444,2001
croydon,pa,triangle,300.0,12/23/2002,40.0872222,-74.9038889,2002
odessa,tx,oval,2.0,12/23/2002,31.8455556,-102.3672222,2002
green bay,wi,triangle,60.0,12/23/2002,44.5191667,-88.0197222,2002
sharpsville,pa,egg,259200.0,6/10/2003,41.2591667,-80.4722222,2002
sharpsville,pa,cigar,1200.0,12/23/2002,41.2591667,-80.4722222,2002
wilson,nc,disk,900.0,4/27/2003,35.7211111,-77.9158333,2002
hurricane,wv,triangle,300.0,9/2/2005,38.4325,-82.0202778,2002
bellingham,wa,other,180.0,12/23/2002,48.7597222,-122.4869444,2002
bellingham,wa,other,600.0,12/23/2002,48.7597222,-122.4869444,2002
tarboro,nc,disk,120.0,12/23/2002,35.8966667,-77.5361111,2002
vienna,oh,cigar,300.0,12/23/2002,41.2377778,-80.6644444,2002
wilson,nc,cigar,1800.0,12/23/2002,35.7211111,-77.9158333,2002
jacksonville,fl,circle,60.3,2/22/2002,30.3319444,-81.6558333,2002
chimes,ar,chevron,60.3,12/23/2002,35.6980556,-92.7383333,2002
bremerton,wa,fireball,60.0,12/19/2003,47.5675,-122.6313889,2003
williamstown,wv,circle,3.0,12/9/2003,39.4005556,-81.4483333,2003
bend,or,disk,900.0,2/5/2003,44.0583333,-121.3141667,2003
owings mills (area),md,formation,90.0,3/21/2003,39.4194444,-76.7805556,2003
jacksonville,fl,circle,900.0,3/4/2003,30.3319444,-81.6558333,2003
apex,nc,light,10.0,3/21/2003,35.7325,-78.8505556,2003
myrtle beach,sc,light,1800.0,12/9/2003,33.6888889,-78.8869444,2003
satellite beach,fl,rectangle,600.0,2/5/2003,28.1758333,-80.5902778,2003
beaverton,or,sphere,120.0,2/5/2003,45.4872222,-122.8025,2003
gaviota,ca,other,600.0,1/31/2004,34.4716667,-120.2138889,2004
myrtle beach,sc,chevron,10.0,12/14/2004,33.6888889,-78.8869444,2004
deweese (south of),ne,other,30.0,8/11/2004,40.3547222,-98.1383333,2004
lithonia,ga,light,5.0,12/14/2004,33.7122222,-84.1052778,2004
new orleans,la,sphere,30.0,2/12/2004,29.9544444,-90.075,2004
greenwood lake,ny,other,15.0,12/14/2004,41.2225,-74.2947222,2004
peebles,oh,light,90.0,12/14/2004,38.9488889,-83.4058333,2004
new orleans,la,light,300.0,3/2/2004,29.9544444,-90.075,2004
surfside beach,sc,light,1200.0,12/14/2004,33.6058333,-78.9733333,2004
mesa,az,oval,600.0,2/12/2004,33.4222222,-111.8219444,2004
clarksville,ny,triangle,420.0,2/12/2004,42.5758333,-73.9644444,2004
clarksville,ny,triangle,420.0,1/31/2004,42.5758333,-73.9644444,2004
new york city (brooklyn),ny,light,2.0,1/31/2004,40.7141667,-74.0063889,2004
phoenix,az,fireball,1800.0,1/31/2004,33.4483333,-112.0733333,2004
modesto,ca,chevron,15.0,2/8/2005,37.6391667,-120.9958333,2004
henderson,ne,formation,6.0,12/14/2004,40.7797222,-97.8119444,2004
larsen,wi,diamond,3600.0,12/16/2005,44.1916667,-88.6238889,2005
chehalis,wa,oval,2400.0,12/16/2005,46.6622222,-122.9627778,2005
hamlet,in,other,480.0,2/8/2005,41.5475,-86.5822222,2005
waianae,hi,triangle,1.0,5/11/2005,21.4447222,-158.19,2005
media,pa,fireball,14400.0,12/16/2005,39.9166667,-75.3880556,2005
las vegas,nv,circle,60.0,12/16/2005,36.175,-115.1363889,2005
branford,ct,light,5.0,12/16/2005,41.2794444,-72.8155556,2005
redlands,ca,changing,600.0,2/14/2006,34.0555556,-117.1816667,2005
crawfordville,fl,light,5.0,12/16/2005,30.1758333,-84.3752778,2005
lyndeborough,nh,other,1200.0,5/11/2005,42.9075,-71.7669444,2005
mesa,az,triangle,1800.0,2/8/2005,33.4222222,-111.8219444,2005
redlands,ca,changing,600.0,12/16/2005,34.0555556,-117.1816667,2005
mesa,az,light,1200.0,2/8/2005,33.4222222,-111.8219444,2005
mesa,az,triangle,1800.0,2/8/2005,33.4222222,-111.8219444,2005
mesa,az,other,300.0,2/8/2005,33.4222222,-111.8219444,2005
hastings (or winona),mn,oval,240.0,2/8/2005,44.7433333,-92.8522222,2005
mesa,az,light,600.0,2/8/2005,33.4222222,-111.8219444,2005
moultrie,ga,triangle,180.0,12/16/2005,31.1797222,-83.7891667,2005
hemet,ca,disk,60.0,2/14/2006,33.7475,-116.9711111,2006
santa barbara,ca,light,300.0,2/14/2006,34.4208333,-119.6972222,2006
omaha,ne,sphere,80.0,12/14/2006,41.2586111,-95.9375,2006
wickliffe,ky,oval,15.0,3/19/2009,36.9647222,-89.0891667,2006
heflin,al,triangle,2.0,2/14/2006,33.6488889,-85.5875,2006
columbia,mo,fireball,2.0,2/1/2007,38.9516667,-92.3338889,2006
ottawa,il,fireball,5.0,12/14/2006,41.3455556,-88.8425,2006
st. ann,mo,fireball,2.0,12/14/2006,38.7272222,-90.3830556,2006
las vegas,nv,cylinder,120.0,4/13/2010,36.175,-115.1363889,2006
newport beach,ca,disk,120.0,12/14/2006,33.6188889,-117.9280556,2006
englewood,co,triangle,5.0,12/14/2006,39.6477778,-104.9872222,2006
valencia,nm,rectangle,5.0,12/14/2006,34.7994444,-106.6997222,2006
griffithsville,wv,cylinder,45.0,2/1/2007,38.2386111,-81.9894444,2006
ballard (seattle),wa,chevron,7.0,2/1/2007,47.6761111,-122.3861111,2007
olathe,ks,light,900.0,3/4/2008,38.8813889,-94.8188889,2007
fallon,nv,circle,10800.0,2/1/2007,39.4736111,-118.7763889,2007
burlington,co,flash,5.0,3/4/2008,39.3061111,-102.2688889,2007
alamo,ca,formation,600.0,3/4/2008,37.8502778,-122.0311111,2007
davison,mi,circle,599.0,2/24/2007,43.0347222,-83.5180556,2007
spokane,wa,rectangle,600.0,3/4/2008,47.6588889,-117.425,2007
ridgefield,wa,light,1200.0,2/1/2007,45.8152778,-122.7413889,2007
corvallis,or,triangle,6.0,3/4/2008,44.5647222,-123.2608333,2007
seattle,wa,oval,2.0,2/1/2007,47.6063889,-122.3308333,2007
elkhart,in,other,30.0,2/1/2007,41.6819444,-85.9766667,2007
mesa,az,light,4.0,2/1/2007,33.4222222,-111.8219444,2007
salem,or,light,7.0,3/4/2008,44.9430556,-123.0338889,2007
san francisco,ca,light,60.0,3/4/2008,37.775,-122.4183333,2007
olathe,ks,light,3.0,3/4/2008,38.8813889,-94.8188889,2007
baltimore,md,light,3600.0,1/10/2009,39.2902778,-76.6125,2008
presque isle,me,fireball,120.0,2/14/2008,46.6811111,-68.0163889,2008
jacksonville,fl,diamond,360.0,11/21/2010,30.3319444,-81.6558333,2008
stephens city,va,teardrop,10.0,1/10/2009,39.0833333,-78.2183333,2008
virginia beach,va,fireball,1200.0,1/10/2009,36.8527778,-75.9783333,2008
ft. lauderdale,fl,cylinder,180.0,2/14/2008,26.1219444,-80.1436111,2008
st. augustine,fl,sphere,60.0,2/14/2008,29.8944444,-81.3147222,2008
livingston,al,cigar,120.0,2/14/2008,32.5841667,-88.1872222,2008
rocky mount,nc,other,15.0,12/12/2009,35.9380556,-77.7908333,2008
ballston spa,ny,circle,1410.0,2/14/2008,43.0008333,-73.8494444,2008
rockford,il,triangle,10.0,2/14/2008,42.2711111,-89.0938889,2008
waynesburg,oh,triangle,10.0,2/14/2008,40.6677778,-81.2575,2008
yorktown,va,sphere,3.0,1/10/2009,37.2386111,-76.51,2008
longview,wa,diamond,2700.0,1/10/2009,46.1383333,-122.9369444,2008
maize,ks,other,300.0,2/14/2008,37.7791667,-97.4669444,2008
silsbee,tx,light,1800.0,3/19/2009,30.3488889,-94.1777778,2009
louisville,ky,cone,300.0,3/19/2009,38.2541667,-85.7594444,2009
alexandria,va,other,1200.0,3/19/2009,38.8047222,-77.0472222,2009
rio rico,az,cigar,120.0,3/19/2009,31.4713889,-110.9758333,2009
rohnert park,ca,disk,120.0,3/19/2009,38.3397222,-122.7,2009
seal beach,ca,light,480.0,3/19/2009,33.7413889,-118.1038889,2009
nampa,id,light,100.0,3/19/2009,43.5408333,-116.5625,2009
cape fair,mo,rectangle,180.0,2/14/2010,36.73,-93.51,2009
nassau,ny,light,1200.0,3/19/2009,42.5158333,-73.6105556,2009
newport beach,ca,disk,14400.0,12/12/2009,33.6188889,-117.9280556,2009
appling,ga,triangle,900.0,3/19/2009,33.5458333,-82.3161111,2009
good hope,il,fireball,3.0,3/19/2009,40.5577778,-90.6733333,2009
averill park,ny,light,3.0,3/19/2009,42.6338889,-73.5541667,2009
wayne,me,light,300.0,3/19/2009,44.3486111,-70.0666667,2009
elmira,ny,changing,120.0,12/12/2009,42.0897222,-76.8080556,2009
wrightsville beach,nc,light,5.0,1/5/2011,34.2083333,-77.7966667,2010
south bend,in,triangle,20.0,2/14/2010,41.6833333,-86.25,2010
reedsville,oh,light,1200.0,1/31/2011,39.1213889,-81.7477778,2010
santa ana,ca,sphere,5.0,2/14/2010,33.7455556,-117.8669444,2010
houston,tx,circle,45.0,2/14/2010,29.7630556,-95.3630556,2010
perris,ca,triangle,600.0,2/14/2010,33.7825,-117.2277778,2010
fairfield,ca,circle,600.0,1/5/2011,38.2494444,-122.0388889,2010
folsom,nj,sphere,30.0,2/14/2010,39.6019444,-74.8430556,2010
stillwater,mn,light,900.0,2/14/2010,45.0563889,-92.8058333,2010
henderson,nv,light,2.0,1/5/2011,36.0397222,-114.9811111,2010
pine bush,ny,light,120.0,1/5/2011,41.6080556,-74.2994444,2010
newburgh,ny,changing,300.0,1/5/2011,41.5033333,-74.0108333,2010
gwynn oak,md,triangle,21.0,1/5/2011,39.3325,-76.6930556,2010
metter,ga,triangle,300.0,12/12/2011,32.3969444,-82.0602778,2011
downingtown,pa,circle,10.0,12/12/2011,40.0063889,-75.7036111,2011
boston,ma,fireball,5.0,12/17/2011,42.3583333,-71.0602778,2011
sacramento,ca,cross,720.0,12/12/2011,38.5816667,-121.4933333,2011
saranac lake,ny,sphere,30.0,12/12/2011,44.3294444,-74.1316667,2011
brewster,ma,other,60.0,1/31/2011,41.76,-70.0833333,2011
early branch,sc,triangle,180.0,12/12/2011,32.7455556,-80.9280556,2011
chester,il,triangle,900.0,12/12/2011,37.9136111,-89.8219444,2011
