city_area,state,ufo_shape,encounter_length,date_documented,latitude,longitude,year
kit carson,co,other,4.0,11/28/2007,38.7611111,-102.7888889,2007
seattle (west seattle),wa,triangle,10.0,5/2/2003,47.6063889,-122.3308333,2003
woods hole,ma,light,1200.0,1/19/2005,41.5263889,-70.6736111,2001
wilkes-barre,pa,sphere,240.0,8/5/2009,41.2458333,-75.8816667,2009
warrington,fl,chevron,120.0,9/17/2000,30.3838889,-87.275,2000
salem,or,oval,240.0,6/2/2013,44.9430556,-123.0338889,2013
olathe,ks,triangle,300.0,4/18/2012,38.8813889,-94.8188889,2012
locust fork,al,light,180.0,12/3/2004,33.9075,-86.6152778,1968
mulberry,in,circle,80.0,5/11/2005,40.3444444,-86.6652778,2005
brentwood,ca,formation,300.0,10/10/2011,37.9319444,-121.6947222,2011
asheville,nc,circle,180.0,9/24/2012,35.6008333,-82.5541667,2012
tuolumne,ca,disk,21600.0,5/11/2005,37.9608333,-120.2363889,1986
culver city,ca,light,5.0,1/28/1999,34.0211111,-118.3955556,1998
elgin,il,fireball,300.0,6/3/2010,42.0372222,-88.2811111,2010
st. louis,mo,diamond,300.0,8/5/2001,38.6272222,-90.1977778,2001
san francisco,ca,oval,3600.0,11/8/2003,37.775,-122.4183333,2003
redlands,ca,light,1800.0,11/26/2003,34.0555556,-117.1816667,2003
franklinville,nc,other,120.0,7/17/2011,35.7436111,-79.6925,2011
sullivan,il,light,600.0,10/8/2007,39.5994444,-88.6077778,2007
frisco,tx,chevron,30.0,11/28/2007,33.1505556,-96.8233333,2007
lake jackson,tx,light,5.0,9/9/2013,29.0336111,-95.4341667,2013
bremerton,wa,other,8100.0,1/3/2001,47.5675,-122.6313889,2000
salt lake city,ut,formation,180.0,1/31/2011,40.7608333,-111.8902778,2011
camp verde,az,triangle,120.0,7/25/2004,34.5636111,-111.8536111,2004
caldwell,id,formation,180.0,1/30/2014,43.6630556,-116.6863889,2014
silverhill,al,cylinder,600.0,11/11/2013,30.5452778,-87.7516667,2013
seattle (north),wa,fireball,1.0,5/24/1999,47.6063889,-122.3308333,1999
whitefish,mt,triangle,300.0,10/10/2011,48.4111111,-114.3366667,2011
skaneateles,ny,triangle,4.0,11/2/2004,42.9469444,-76.4294444,2004
kirkland,wa,light,600.0,11/21/2010,47.6816667,-122.2075,2010
issaquah,wa,light,300.0,3/13/2012,47.5302778,-122.0313889,2012
leasburg,nc,triangle,900.0,11/21/2010,36.3944444,-79.1547222,2009
franklin square,ny,fireball,1200.0,8/30/2010,40.7072222,-73.6763889,2010
phoenix,az,light,3600.0,2/4/2013,33.4483333,-112.0733333,2013
marietta,oh,light,5.0,2/18/2001,39.4152778,-81.455,2001
floral city,fl,cigar,20.0,12/23/2013,28.7497222,-82.2969444,2013
russellville,ar,light,780.0,1/5/2011,35.2783333,-93.1336111,2010
marietta,ga,sphere,300.0,4/14/2009,33.9525,-84.55,2009
belmont,ny,circle,1200.0,6/9/2009,42.2230556,-78.0347222,1960
south yarmouth,ma,cone,60.0,8/19/2012,41.6666667,-70.1852778,2012
kansas city,mo,fireball,120.0,8/21/2011,39.0997222,-94.5783333,2011
baytown,tx,circle,60.0,12/7/2006,29.7352778,-94.9772222,2006
wytheville,va,light,720.0,6/20/2005,36.9483333,-81.085,1987
sparks,nv,circle,40.0,6/18/2004,39.535,-119.7516667,2004
gardner,ks,triangle,1395.0,8/30/2013,38.8108333,-94.9269444,2013
midvale,id,fireball,240.0,8/5/2009,44.4713889,-116.7336111,2009
cleveland,oh,light,120.0,5/15/2006,41.4994444,-81.6955556,2004
titusville,fl,circle,5.0,8/7/2007,28.6119444,-80.8077778,2007
los fresnos,tx,sphere,10.0,11/26/2003,26.0713889,-97.4761111,2003
westcliffe,co,triangle,120.0,6/4/2004,38.1347222,-105.4652778,2004
jacksonville,il,circle,300.0,11/21/2010,39.7338889,-90.2288889,1989
adairville,ky,triangle,900.0,2/18/2001,36.6675,-86.8519444,2001
maricopa,az,changing,1200.0,1/21/2008,33.0580556,-112.0469444,1975
aiea,hi,circle,120.0,1/19/2005,21.3822222,-157.9336111,2004
cheshire,ct,cigar,60.0,7/28/2010,41.4988889,-72.9011111,2010
glen hope,pa,light,3600.0,4/2/1999,40.7983333,-78.5002778,1999
jefferson,co,sphere,20.0,11/21/2010,39.3772222,-105.8,2010
atlanta,ga,sphere,240.0,8/11/2004,33.7488889,-84.3880556,1997
sonoma,ca,fireball,2.0,11/8/2005,38.2919444,-122.4569444,2005
huntington beach,ca,sphere,1200.0,3/19/2009,33.6602778,-117.9983333,2009
tulsa,ok,circle,900.0,12/12/2013,36.1538889,-95.9925,2013
port barre,la,circle,50.0,10/30/2006,30.56,-91.9538889,2006
champaign,il,formation,300.0,5/24/1999,40.1163889,-88.2433333,1999
long beach,ca,oval,180.0,3/4/2008,33.7669444,-118.1883333,2008
farmingdale,ny,fireball,600.0,11/11/2013,40.7325,-73.4458333,2013
butte,mt,sphere,180.0,7/17/2011,46.0038889,-112.5338889,2011
pittsburg,ca,oval,120.0,4/16/2005,38.0280556,-121.8836111,1980
new york city (bronx),ny,circle,900.0,3/21/2003,40.7141667,-74.0063889,2002
hollywood beach,fl,oval,10.0,12/21/2012,30.2538889,-85.9569444,2012
wayzata,mn,fireball,6.0,11/1/1998,44.9741667,-93.5063889,1997
cypress,ca,disk,1200.0,5/11/2005,33.8169444,-118.0363889,2001
bedford,va,disk,600.0,9/26/1998,37.3341667,-79.5233333,1998
ellensburg,wa,light,60.0,5/29/2011,46.9966667,-120.5466667,2011
asheboro,nc,sphere,900.0,8/19/2012,35.7077778,-79.8138889,2012
pleasant hill,ca,cylinder,60.0,9/28/2002,37.9480556,-122.0597222,2002
san jose,ca,light,120.0,6/2/2013,37.3394444,-121.8938889,2013
smithfield,ri,light,300.0,8/5/2001,41.9219444,-71.55,2001
amboy,ca,light,600.0,8/5/2009,34.5577778,-115.7436111,2009
seattle,wa,cigar,10.0,3/16/2001,47.6063889,-122.3308333,2001
tacoma,wa,sphere,1800.0,9/24/2003,47.2530556,-122.4430556,2003
marion county,al,other,60.0,3/19/2002,32.6322222,-87.3191667,2002
white swan,wa,light,900.0,3/13/2012,46.3830556,-120.73,2012
wichita,ks,light,8.0,6/18/2004,37.6922222,-97.3372222,2004
prescott,az,circle,120.0,2/16/2000,34.54,-112.4677778,2000
austintown,oh,oval,120.0,9/24/2012,41.1016667,-80.7647222,2012
avon lake,oh,other,120.0,5/11/2000,41.5052778,-82.0283333,2000
coldwater,oh,sphere,60.0,10/31/2008,40.4797222,-84.6283333,2008
versailles,ky,sphere,360.0,10/31/2008,38.0525,-84.73,2008
binghamton,ny,light,180.0,11/21/2010,42.0986111,-75.9183333,2010
rock creek,al,diamond,3600.0,1/17/2004,34.5966667,-87.9166667,2004
simi valley,ca,light,35.0,12/12/2009,34.2694444,-118.7805556,1976
macomb,il,triangle,180.0,12/20/2012,40.4591667,-90.6716667,2012
rochester,ny,triangle,300.0,8/5/2012,43.1547222,-77.6158333,2012
henrietta,ny,oval,60.0,12/12/2011,43.0591667,-77.6125,2011
monroe,in,sphere,20.0,12/9/2003,40.745,-84.9369444,1969
san antonio,tx,formation,10.0,8/12/2008,29.4238889,-98.4933333,2008
marana,az,light,1800.0,4/3/2011,32.4366667,-111.2247222,2011
mooresville,nc,disk,660.0,8/12/2001,35.5847222,-80.8102778,2001
granville summit,pa,light,5.0,7/8/2004,41.7177778,-76.7794444,2004
doylestown,pa,triangle,15.0,1/28/1999,40.31,-75.1302778,1997
portland,or,cigar,240.0,7/4/2012,45.5236111,-122.675,1976
wayland,mi,oval,45.0,3/23/2011,42.6738889,-85.6447222,2011
tucson,az,changing,39.0,10/30/2006,32.2216667,-110.9258333,2006
senecaville,oh,fireball,15.0,8/5/2012,39.9341667,-81.4625,2012
san diego,ca,chevron,1200.0,12/12/2009,32.7152778,-117.1563889,2009
wilmington,nc,sphere,60.0,7/3/2013,34.2255556,-77.945,2013
azle,tx,other,120.0,10/31/2008,32.895,-97.5455556,2008
columbus,oh,oval,900.0,4/18/2012,39.9611111,-82.9988889,2012
wekiva,fl,light,1800.0,6/4/2004,28.7925,-81.4241667,2004
calumet city,il,circle,60.0,2/1/2007,41.6155556,-87.5294444,1977
grass valley,ca,disk,30.0,12/12/2009,39.2191667,-121.06,2009
gastonia,nc,fireball,30.0,7/10/2010,35.2619444,-81.1875,2010
celo,nc,triangle,600.0,7/26/2002,35.855,-82.1980556,2001
san diego,ca,other,420.0,8/12/2008,32.7152778,-117.1563889,2008
taos,nm,disk,3600.0,10/15/2002,36.4072222,-105.5725,2002
lancaster,pa,light,12.0,3/17/2004,40.0377778,-76.3058333,2004
ephrata,pa,sphere,900.0,7/3/2013,40.1797222,-76.1791667,2013
east brunswick,nj,light,3.0,7/5/2008,40.4277778,-74.4163889,2008
charleston,wv,circle,180.0,7/16/2006,38.3497222,-81.6327778,2005
gilroy,ca,light,180.0,8/7/2007,37.0058333,-121.5672222,2007
inwood,ny,light,5.0,10/15/2002,40.6219444,-73.7472222,2002
dawsonville,ga,triangle,600.0,4/27/2004,34.4211111,-84.1191667,1999
conover,nc,fireball,120.0,10/10/2011,35.7063889,-81.2188889,1994
san diego,ca,light,180.0,2/24/2007,32.7152778,-117.1563889,2007
merced,ca,light,7200.0,10/10/2011,37.3022222,-120.4819444,2011
newport,tn,circle,1.0,11/1/1998,35.9669444,-83.1877778,1998
oxford,ma,light,600.0,9/6/2002,42.1166667,-71.8652778,1995
ruston (on interstate 20),la,light,4.0,9/24/2012,32.5230556,-92.6377778,2012
spring valley,ca,light,1800.0,1/17/2004,32.7447222,-116.9980556,2004
buffalo,ny,other,10.0,4/22/2003,42.8863889,-78.8786111,2003
la crosse,wi,other,300.0,5/15/2006,43.8013889,-91.2394444,2006
mojave,ca,diamond,28800.0,8/11/2004,35.0525,-118.1730556,2004
shallotte (hwy 17),nc,flash,5.0,12/23/2013,33.9730556,-78.3861111,2013
downey,ca,formation,900.0,1/21/2008,33.94,-118.1316667,2008
wall lake,ia,light,10.0,10/20/2005,42.2711111,-95.0927778,2005
san jose,ca,light,60.0,10/30/2006,37.3394444,-121.8938889,2006
glendale,az,triangle,10800.0,12/2/2000,33.5386111,-112.1852778,2000
phoenix (90 mi sw of; on i-10),az,changing,900.0,5/24/2005,33.4483333,-112.0733333,2005
renton,wa,rectangle,60.0,12/12/2009,47.4830556,-122.2158333,2007
slaughterville,ok,triangle,600.0,6/2/2013,35.0872222,-97.3347222,2011
hopkinton,ny,fireball,120.0,1/24/2012,44.6902778,-74.7036111,2012
marietta,ga,changing,15660.0,12/5/2013,33.9525,-84.55,2013
bellevue (east of),oh,light,30.0,11/20/2002,41.2736111,-82.8416667,1999
palm desert,ca,light,300.0,10/23/2013,33.7222222,-116.3736111,2013
denver,co,other,480.0,8/19/2012,39.7391667,-104.9841667,2012
mt. pleasant,mi,light,30.0,7/16/2006,43.5977778,-84.7675,2006
vernal,ut,triangle,120.0,5/10/2004,40.4555556,-109.5280556,2004
cheviot,oh,chevron,180.0,8/12/2008,39.1569444,-84.6133333,2008
boonton,nj,other,1200.0,10/11/2005,40.9025,-74.4075,2005
flower mound,tx,light,35.0,1/31/2011,33.0144444,-97.0966667,2009
new york city,ny,other,3.0,9/9/2003,40.7141667,-74.0063889,2003
novi,mi,triangle,300.0,10/30/2012,42.4805556,-83.4755556,2012
copperas cove,tx,triangle,10.0,9/19/2002,31.1238889,-97.9027778,1998
bridgeport,ct,circle,1800.0,4/27/2004,41.1669444,-73.2052778,1995
st. cloud (south of&#44 over lake tohopekilagia),fl,light,600.0,3/19/2002,28.2486111,-81.2813889,1998
the dalles,or,fireball,90.0,11/1/1998,45.5947222,-121.1775,1998
blue springs,mo,disk,5.0,12/12/2009,39.0169444,-94.2813889,2007
jackson,wi,formation,600.0,8/30/2013,43.3238889,-88.1666667,2013
fairfield,ca,disk,600.0,1/28/1999,38.2494444,-122.0388889,1998
northridge,ca,oval,10.0,12/12/2011,34.2283333,-118.5358333,2011
chicago,il,circle,300.0,6/20/2005,41.85,-87.65,2005
oak forest,il,light,1200.0,11/2/2004,41.6027778,-87.7438889,2004
minneapolis,mn,formation,20.0,6/12/2008,44.98,-93.2636111,2008
melissa,tx,other,1800.0,2/18/2013,33.2858333,-96.5725,2009
fresno,ca,light,240.0,7/4/2011,36.7477778,-119.7713889,2011
green valley,az,triangle,7200.0,3/4/2008,31.8541667,-110.9930556,2008
brook park,oh,light,240.0,3/4/2008,41.3983333,-81.8047222,2005
friendship,wi,formation,2.0,12/12/2011,43.9705556,-89.8166667,2011
seattle,wa,other,120.0,1/28/1999,47.6063889,-122.3308333,1997
saint petersburg,fl,fireball,60.0,12/23/2013,27.7705556,-82.6794444,2013
glendale,az,changing,900.0,9/30/2013,33.5386111,-112.1852778,2013
boston,ma,disk,300.0,11/21/2010,42.3583333,-71.0602778,2010
lexington,mo,disk,600.0,10/8/2007,39.1847222,-93.8797222,2007
travelers rest,sc,sphere,420.0,5/2/2011,34.9675,-82.4436111,2011
baldwin park,ca,fireball,240.0,8/5/2012,34.0852778,-117.96,2012
charlotte,nc,light,600.0,3/2/2004,35.2269444,-80.8433333,2004
greenfield,il,triangle,900.0,6/12/2007,39.3436111,-90.2125,2007
sequim,wa,light,10.0,8/24/2010,48.0797222,-123.1005556,2010
evansville,in,other,180.0,9/4/2003,37.9747222,-87.5558333,2003
ossipee,nh,light,60.0,1/28/1999,43.6852778,-71.1172222,1998
crivitz,wi,oval,1345.0,7/19/2010,45.2325,-88.0075,2010
eureka,ca,light,360.0,7/3/2013,40.8022222,-124.1625,2013
new carlisle,oh,disk,120.0,10/10/2011,39.9361111,-84.0255556,2010
san jose,ca,disk,30.0,5/8/2014,37.3394444,-121.8938889,2014
sacramento,ca,flash,90.0,8/24/2004,38.5816667,-121.4933333,2004
san francisco,ca,changing,300.0,1/10/2014,37.775,-122.4183333,2012
west milford,nj,light,30.0,11/21/2010,40.5686111,-75.095,2010
ramona,ca,circle,120.0,7/4/2011,33.0416667,-116.8672222,2011
scappoose,or,circle,725.0,5/15/2013,45.7544444,-122.8763889,2013
charlottesville,va,light,300.0,10/23/2013,38.0291667,-78.4769444,2013
great cacapon,wv,triangle,300.0,7/26/2002,39.62,-78.2927778,1998
houston,tx,oval,90.0,4/28/2001,29.7630556,-95.3630556,2001
state college,pa,disk,900.0,9/28/2002,40.7933333,-77.8602778,1998
rochester,nh,diamond,1800.0,10/20/2005,43.3044444,-70.9761111,1983
pottsville,pa,fireball,30.0,6/23/2010,40.6855556,-76.1958333,2010
koshkonong,mo,sphere,120.0,7/16/2006,36.5958333,-91.6455556,2006
shongaloo,la,light,600.0,10/11/2005,32.9413889,-93.2986111,2005
south beach,fl,triangle,180.0,12/12/2011,27.5908333,-80.3444444,1995
tucson,az,light,10.0,1/12/2012,32.2216667,-110.9258333,2012
snohomish,wa,egg,30.0,2/14/2010,47.9130556,-122.0969444,2009
erie,pa,fireball,120.0,6/9/2009,42.1291667,-80.0852778,2009
jeffersonville,in,light,300.0,2/14/2008,38.2775,-85.7372222,1997
west bloomfield,mi,disk,120.0,8/14/2007,42.5377778,-83.2330556,1972
agawam,ma,disk,120.0,7/26/2002,42.0694444,-72.6152778,1982
gridley,il,triangle,180.0,3/8/2007,40.7433333,-88.8813889,2007
sterling heights,mi,light,35.0,3/19/2009,42.5802778,-83.0302778,2009
russell springs,ky,light,600.0,7/4/2011,37.0561111,-85.0886111,2011
hooksett,nh,triangle,1200.0,12/12/2009,43.0966667,-71.4655556,2009
urbandale,ia,formation,120.0,10/31/2003,41.6266667,-93.7119444,2003
augusta,ga,fireball,1800.0,3/21/2014,33.4708333,-81.975,2014
mesa,az,sphere,1200.0,12/12/2011,33.4222222,-111.8219444,2008
salisbury,nc,circle,8.0,3/6/2001,35.6708333,-80.4744444,2001
north plains,or,triangle,60.0,6/18/2003,45.5972222,-122.9922222,2001
wells (30 miles north of),nv,cylinder,15.0,10/8/2007,41.1116667,-114.9636111,1990
simpsonville,sc,circle,40.0,7/16/2006,34.7369444,-82.2544444,2006
idaho falls,id,cigar,1800.0,5/24/2005,43.4666667,-112.0333333,2005
moore,ok,oval,180.0,11/21/2010,35.3394444,-97.4863889,2010
las vegas,nv,triangle,60.0,11/28/2007,36.175,-115.1363889,2007
albuquerque,nm,sphere,60.0,4/18/2014,35.0844444,-106.6505556,2014
altoona,pa,disk,1200.0,9/2/2005,40.5186111,-78.395,1951
gwinn,mi,triangle,600.0,10/8/2007,46.2811111,-87.4408333,2007
new hartford,ct,light,300.0,4/13/2010,41.8822222,-72.9775,2010
waukesha,wi,fireball,10.0,3/21/2003,43.0116667,-88.2313889,2002
mesa,az,light,1800.0,8/12/2008,33.4222222,-111.8219444,2008
elmsford,ny,circle,2.0,4/27/2007,41.055,-73.8205556,2007
wenatchee,wa,circle,300.0,2/4/2013,47.4236111,-120.3091667,2012
sacramento,ca,light,10.0,9/24/2003,38.5816667,-121.4933333,2003
bel air,md,formation,5.0,1/28/1999,39.5358333,-76.3486111,1998
stafford,va,light,120.0,9/24/2012,38.4219444,-77.4086111,2012
new orleans,la,oval,2.0,9/2/2005,29.9544444,-90.075,1953
temple,pa,light,5.0,7/6/2010,40.4086111,-75.9219444,2010
vallejo,ca,light,1500.0,2/28/2013,38.1041667,-122.2555556,2013
oshkosh,wi,light,300.0,1/10/2009,44.0247222,-88.5425,2009
albuquerque,nm,light,1200.0,11/19/2012,35.0844444,-106.6505556,2012
olympia,wa,other,600.0,7/4/2012,47.0380556,-122.8994444,2002
north port,fl,circle,2400.0,1/24/2012,27.0438889,-82.2361111,2012
chesnee,sc,cigar,180.0,2/21/2014,35.1483333,-81.8611111,2014
ballinger,tx,other,5400.0,1/10/2009,31.7380556,-99.9469444,2009
asheville,nc,other,900.0,3/16/2000,35.6008333,-82.5541667,1972
abilene,tx,sphere,7200.0,11/8/2003,32.4486111,-99.7327778,1995
sag harbor,ny,circle,1800.0,8/30/2013,40.9977778,-72.2930556,2013
st. petersburg,fl,fireball,5.0,12/12/2011,27.7705556,-82.6794444,2011
coalinga,ca,triangle,120.0,8/11/2004,36.1397222,-120.3591667,2004
streamwood,il,triangle,30.0,2/24/2007,42.0255556,-88.1783333,1992
austin,tx,diamond,2700.0,9/12/1999,30.2669444,-97.7427778,1999
burbank,ca,fireball,120.0,2/24/2007,34.1808333,-118.3080556,2007
laguna beach,ca,other,60.0,2/18/2011,33.5422222,-117.7822222,2011
durham,nc,oval,120.0,6/12/2008,35.9938889,-78.8988889,2008
phoenix,az,flash,30.0,4/13/2010,33.4483333,-112.0733333,2009
erie,pa,cylinder,180.0,8/30/2013,42.1291667,-80.0852778,2013
onaway,mi,triangle,60.0,1/30/2014,45.3575,-84.2238889,2013
waycross,ga,fireball,8.0,12/14/2006,31.2133333,-82.3541667,2006
woodbridge,va,cross,1200.0,7/17/2011,38.6580556,-77.25,2011
powder springs,ga,triangle,60.0,8/12/2008,33.8594444,-84.6838889,2008
kansas city,mo,circle,120.0,3/7/2000,39.0997222,-94.5783333,2000
fort lauderdale,fl,sphere,180.0,2/14/2010,26.1219444,-80.1436111,2009
prescott valley,az,circle,900.0,3/7/2000,34.61,-112.315,2000
wyoming (various towns),wy,other,86400.0,9/28/2002,41.4775,-105.6361111,1983
mohawk,ny,circle,120.0,6/4/2004,43.0113889,-75.0044444,2004
hayward,ca,circle,3600.0,12/2/2000,37.6688889,-122.0797222,2000
tumwater,wa,oval,20.0,12/20/2012,47.0075,-122.9080556,2012
rootstown,oh,light,600.0,7/28/2010,41.0988889,-81.2427778,2010
norwalk,ca,light,30.0,7/4/2012,33.9022222,-118.0808333,2012
chino hills,ca,circle,30.0,4/26/2000,33.8936111,-117.7263889,2000
woburn,ma,triangle,600.0,2/22/2002,42.4791667,-71.1527778,2002
buckeye,az,light,2400.0,12/2/2000,33.3702778,-112.5830556,2000
leburn,ky,triangle,10.0,6/9/2009,37.3480556,-82.9552778,2009
maybrook,ny,other,60.0,2/14/2006,41.4838889,-74.2180556,2000
san pedro,ca,oval,15.0,7/11/2000,33.7358333,-118.2913889,2000
burgaw,nc,triangle,30.0,12/20/2012,34.5519444,-77.9263889,2012
westminster,co,circle,240.0,7/22/2013,39.8366667,-105.0366667,2013
philadelphia,pa,light,300.0,11/11/2013,39.9522222,-75.1641667,2013
blairstown,mo,light,1800.0,2/18/2001,38.5558333,-93.9605556,1984
trinidad,ca,light,600.0,1/17/2004,41.0594444,-124.1419444,1972
richmond,va,fireball,2.0,1/11/2002,37.5536111,-77.4605556,2002
greenbank,wa,oval,300.0,11/21/2010,48.0983333,-122.5716667,2010
chico,ca,light,1200.0,4/27/2007,39.7286111,-121.8363889,2007
charlottesville,va,other,120.0,11/9/2004,38.0291667,-78.4769444,2004
plattsmouth,ne,fireball,3.0,10/8/2007,41.0113889,-95.8819444,2007
eugene,or,fireball,2.5,4/1/2001,44.0522222,-123.0855556,2001
jersey shore,pa,fireball,1350.0,8/5/2012,41.2019444,-77.2647222,2012
yuma (east of),az,fireball,1800.0,1/21/2008,32.7252778,-114.6236111,2008
florence,ky,rectangle,360.0,11/28/2007,38.9988889,-84.6266667,2006
brookfield,il,light,120.0,10/30/2012,41.8238889,-87.8516667,2012
gilbert,az,chevron,45.0,1/3/2001,33.3527778,-111.7883333,2000
yelm,wa,disk,300.0,7/23/2000,46.9422222,-122.6047222,2000
marion,ma,light,60.0,12/12/2013,41.7,-70.7633333,2013
garfield,nj,light,900.0,8/28/2003,40.8813889,-74.1136111,2003
maysville,ga,triangle,300.0,6/12/2007,34.2527778,-83.5616667,1986
sunflower,az,other,30.0,7/16/2006,33.8641667,-111.4669444,2006
kingsville,oh,other,30.0,2/1/2007,41.8908333,-80.6763889,1995
west palm beach,fl,other,180.0,3/18/2014,26.7052778,-80.0366667,2014
yucaipa,ca,triangle,240.0,4/3/2011,34.0336111,-117.0422222,2011
navarre,fl,light,900.0,7/4/2012,30.4013889,-86.8636111,2012
carteret,nj,triangle,1200.0,5/15/2013,40.5772222,-74.2286111,2013
duncan,ok,other,5.0,12/12/2013,34.5022222,-97.9575,2000
joplin,mo,triangle,120.0,4/13/2010,37.0841667,-94.5130556,2010
mobile,al,chevron,300.0,2/14/2006,30.6941667,-88.0430556,2002
raleigh,nc,light,600.0,12/20/2012,35.7719444,-78.6388889,2012
kearney,mo,fireball,420.0,7/4/2012,39.3677778,-94.3619444,2012
woodland,ca,sphere,480.0,12/9/2000,38.6786111,-121.7722222,2000
winston,or,cylinder,900.0,5/15/2013,43.1225,-123.4113889,2013
williamsport,pa,light,5.0,11/21/2010,41.2411111,-77.0013889,2010
peru,in,formation,600.0,3/31/2008,40.7536111,-86.0688889,2008
vancouver,wa,egg,4200.0,2/22/2005,45.6388889,-122.6602778,2005
huntington beach,ca,light,300.0,9/24/2012,33.6602778,-117.9983333,2012
fort myers,fl,light,120.0,6/12/2002,26.6402778,-81.8725,2002
greenwater (near&#44 by mt. rainier),wa,formation,240.0,8/24/2004,47.1561111,-121.6491667,2004
boston,ma,sphere,300.0,5/13/2003,42.3583333,-71.0602778,1978
pomfret,ct,triangle,240.0,1/21/2008,41.8975,-71.9630556,2008
markle,in,circle,120.0,1/10/2009,40.8291667,-85.3355556,2009
santa fe,nm,teardrop,900.0,10/7/2003,35.6869444,-105.9372222,2003
newark,de,disk,600.0,1/24/2012,39.6836111,-75.75,2011
durant,ok,changing,600.0,8/28/2002,33.9938889,-96.3705556,2002
richmond,ky,light,7200.0,8/12/2008,37.7477778,-84.2947222,2008
college park,md,disk,12.0,8/24/2004,38.9805556,-76.9372222,2004
brookhaven,ny,circle,60.0,1/12/2012,40.7791667,-72.9158333,2012
hanover park,il,triangle,600.0,11/21/2010,41.9994444,-88.145,2010
state college,pa,oval,60.0,2/18/2001,40.7933333,-77.8602778,2001
grants pass,or,light,60.0,5/15/2013,42.4391667,-123.3272222,2013
fordyce,ar,fireball,600.0,11/11/2013,33.8136111,-92.4127778,2013
hope,ar,circle,1200.0,4/16/2005,33.6669444,-93.5913889,1956
santa monica,ca,cylinder,7200.0,7/5/2005,34.0194444,-118.4902778,2005
quartzsite,az,flash,60.0,1/21/2008,33.6638889,-114.2291667,2008
towson,md,sphere,5.0,2/14/2010,39.4013889,-76.6022222,2009
modesto,ca,sphere,10.0,6/20/2005,37.6391667,-120.9958333,2005
lewisville,tx,oval,900.0,7/5/2008,33.0461111,-96.9938889,2004
redondo beach,ca,flash,2.0,1/21/2008,33.8491667,-118.3875,2008
rockford,il,triangle,1200.0,9/2/2005,42.2711111,-89.0938889,1996
madison,wi,triangle,7.0,12/12/2011,43.0730556,-89.4011111,2011
jackson,mi,cylinder,120.0,10/30/2006,42.2458333,-84.4013889,1992
johnson county,ks,sphere,1800.0,5/11/2000,37.5705556,-101.7505556,2000
throop,ny,light,7200.0,1/10/2009,42.9758333,-76.5711111,2008
augusta,mt,oval,600.0,1/7/2000,47.4927778,-112.3913889,1999
orange,ca,triangle,60.0,1/10/2009,33.7877778,-117.8522222,2008
warren,mi,light,60.0,8/12/2008,42.4775,-83.0277778,2008
new hyde park,ny,oval,300.0,1/11/2002,40.735,-73.6883333,2002
wheeling,wv,light,600.0,9/6/2002,40.0638889,-80.7211111,1995
burkeville,va,light,300.0,10/8/2007,37.1875,-78.2016667,2007
philadelphia,pa,disk,30.0,6/23/2004,39.9522222,-75.1641667,2004
euharlee,ga,disk,30.0,7/5/2008,34.1447222,-84.9330556,2008
dallas,tx,light,1.0,1/10/2009,32.7833333,-96.8,2008
fordland,mo,light,30.0,5/13/2012,37.1575,-92.9405556,2012
ann arbor,mi,light,120.0,3/4/2008,42.2708333,-83.7263889,2008
columbus,oh,other,1.0,7/8/2004,39.9611111,-82.9988889,2004
st. augustine,fl,triangle,3.0,2/3/2012,29.8944444,-81.3147222,2012
baton rouge,la,oval,45.0,7/16/2006,30.4505556,-91.1544444,2006
enfield,ct,circle,120.0,8/12/2008,41.9761111,-72.5922222,1965
hugo,ok,rectangle,30.0,11/21/2010,34.0105556,-95.5094444,2010
bloomingdale,oh,triangle,1200.0,3/19/2009,40.3427778,-80.8183333,2009
aspers,pa,circle,600.0,6/18/1998,39.9794444,-77.2230556,1998
bridgman,mi,oval,300.0,7/4/2012,41.9430556,-86.5569444,2012
woodland,wa,oval,10.0,10/30/2006,45.9047222,-122.7427778,2001
marietta,mn,light,120.0,1/10/2014,45.0083333,-96.4172222,2013
marysville,wa,other,300.0,4/18/2012,48.0519444,-122.1758333,2012
houston,pa,fireball,5.0,10/31/2008,40.2463889,-80.2116667,2008
rome,ga,sphere,180.0,11/21/1998,34.2569444,-85.1647222,1998
catalina (35 mi north of tucson),az,sphere,45.0,9/19/2002,32.5,-110.9205556,1999
port charlotte,fl,sphere,40.0,1/10/2014,26.9758333,-82.0908333,2013
oxnard,ca,flash,5.0,3/13/2012,34.1975,-119.1761111,2012
canton,oh,cigar,180.0,4/27/2004,40.7988889,-81.3786111,1957
ferndale,wa,light,120.0,8/30/2013,48.8466667,-122.5897222,2013
wellington,co,changing,1500.0,1/10/2014,40.7038889,-105.0080556,2013
noxen,pa,cigar,30.0,4/13/2010,41.4213889,-76.0588889,1975
mariposa,ca,fireball,8.0,8/5/2009,37.485,-119.9652778,2009
oxnard,ca,changing,600.0,12/14/2004,34.1975,-119.1761111,1995
sequim,wa,fireball,240.0,5/15/2013,48.0797222,-123.1005556,2013
sanford,mi,flash,30.0,1/31/2011,43.6727778,-84.3805556,2011
schenectady,ny,other,120.0,4/1/2001,42.8141667,-73.94,1994
avondale,az,light,5.0,3/28/2004,33.4355556,-112.3488889,2004
dekalb,il,fireball,900.0,3/16/2001,41.9294444,-88.7502778,1979
